NAME,PATH,DESCRIPTION
mount_nfs,/sbin/mount_nfs,mount_nfs(8) - mount NFS file systems
mount_ntfs,/sbin/mount_ntfs,mount_ntfs(8) - mount an NTFS file system
mount_smbfs,/sbin/mount_smbfs,mount_smbfs(8) - mount a shared resource from an SMB file server
mount_udf,/sbin/mount_udf,mount_udf(8) - mount a UDF filesystem
mount_webdav,/sbin/mount_webdav,mount_webdav(8) - mount a WebDAV filesystem
mp2bug,/usr/bin/mp2bug,mp2bug(1) - mod_perl bug report generator
msgs,/usr/bin/msgs,msgs(1) - system messages and junk mail program
mtree,/usr/sbin/mtree,mtree(8) - map a directory hierarchy
mv,/bin/mv,mv(1) - move files
nano,/usr/bin/nano,
native2ascii,/usr/bin/native2ascii,native2ascii(1) - native to ASCII converter
nbdst,/usr/bin/nbdst,nbdst(8) - NetBoot deferred shadow tool
nc,/usr/bin/nc,nc(1) - arbitrary TCP and UDP connections and listens
ncctl,/usr/bin/ncctl,ncctl(1) - Control NFS kernel credentials
ncurses5.4-config,/usr/bin/ncurses5.4-config,ncurses5.4-config(1) - report configuration and linking information for ncurses
ndp,/usr/sbin/ndp,ndp(8) - control/diagnose IPv6 neighbor discovery protocol
neqn,/usr/bin/neqn,neqn(1) - format equations for ascii output
net-server,/usr/bin/net-server,net-server(1) - Base Net::Server starting module
net-snmp-config,/usr/bin/net-snmp-config,net-snmp-config(1) - returns information about installed net-snmp libraries and binaries
net-snmp-create-v3-user,/usr/bin/net-snmp-create-v3-user,net-snmp-create-v3-user(1) - create a SNMPv3 user in net-snmp configuration file
netbiosd,/usr/sbin/netbiosd,netbiosd(8) - NetBIOS protocol daemon
netstat,/usr/sbin/netstat,netstat(1) - show network status
nettop,/usr/bin/nettop,nettop(1) - Display updated information about the network
networksetup,/usr/sbin/networksetup,networksetup(8) - configuration tool for network settings in System Preferences
newfs_apfs,/sbin/newfs_apfs,newfs_apfs(8) - construct a new APFS volume
newfs_exfat,/sbin/newfs_exfat,newfs_exfat(8) - construct a new ExFAT file system
newfs_hfs,/sbin/newfs_hfs,newfs_hfs(8) - construct a new HFS Plus file system
newfs_msdos,/sbin/newfs_msdos,newfs_msdos(8) - construct a new MS-DOS (FAT) file system
newfs_udf,/sbin/newfs_udf,newfs_udf(8) - construct a new UDF file system
newgrp,/usr/bin/newgrp,newgrp(1) - change to a new group
newproc.d,/usr/bin/newproc.d,newproc.d(1m) - snoop new processes. Uses DTrace
newsyslog,/usr/sbin/newsyslog,newsyslog(8) - maintain system log files to manageable sizes
nfs4mapid,/usr/sbin/nfs4mapid,nfs4mapid(8) - shows NFSv4 mappings from uids or gids to over the wire string names and string names to uids or gids
nfsd,/sbin/nfsd,nfsd(8) - NFS server daemon
nfsiod,/sbin/nfsiod,nfsiod(8) - local NFS asynchronous I/O
nfsstat,/usr/bin/nfsstat,nfsstat(1) - display NFS statistics
nice,/usr/bin/nice,nice(1) - execute a utility with an altered scheduling priority
nl,/usr/bin/nl,nl(1) - line numbering filter
nlcontrol,/usr/sbin/nlcontrol,nlcontrol(8) - NETLOGON secure channel utility
nohup,/usr/bin/nohup,nohup(1) - invoke a utility immune to hangups
nologin,/sbin/nologin,nologin(5) - disallow logins
nologin,/sbin/nologin,nologin(8) - politely refuse a login
notifyd,/usr/sbin/notifyd,notifyd(8) - notification server
notifyutil,/usr/bin/notifyutil,notifyutil(1) - notification command line utility
nroff,/usr/bin/nroff,nroff(1) - emulate nroff command with groff
nslookup,/usr/bin/nslookup,nslookup(1) - query Internet name servers interactively
nsupdate,/usr/bin/nsupdate,nsupdate(1) - Dynamic DNS update utility
nvram,/usr/sbin/nvram,nvram(8) - manipulate firmware NVRAM variables
od,/usr/bin/od,"od(1) - octal, decimal, hex, ASCII dump"
odutil,/usr/bin/odutil,odutil(1) - allows caller to examine or change state of opendirectoryd(8)
open,/usr/bin/open,open(1) - open files and directories
open,/usr/bin/open,open(ntcl) - Open a file-based or command pipeline channel
opensnoop,/usr/bin/opensnoop,opensnoop(1m) - snoop file opens as they occur. Uses DTrace
openssl,/usr/bin/openssl,openssl(1) - OpenSSL command line tool
orbd,/usr/bin/orbd,orbd(1) - The Object Request Broker Daemon orbd is used to enable clients to transparently locate and invoke persistent objects on servers in the CORBA environment
osacompile,/usr/bin/osacompile,osacompile(1) - compile AppleScripts and other OSA language scripts
osadecompile,/usr/bin/osadecompile,osadecompile(1) - display compiled AppleScripts or other OSA language scripts
osalang,/usr/bin/osalang,osalang(1) - information about installed OSA languages
osascript,/usr/bin/osascript,"osascript(1) - execute OSA scripts AppleScript, JavaScript, etc"
pack200,/usr/bin/pack200,pack200(1) - JAR Packing tool
pagesize,/usr/bin/pagesize,pagesize(1) - print system page size
par.pl,/usr/bin/par.pl,par.pl(1) - Make and run Perl Archives
parl,/usr/bin/parl,parl(1) - Binary PAR Loader
passwd,/usr/bin/passwd,
passwd,/usr/bin/passwd,"passwd(5), master.passwd(5) - format of the password file"
paste,/usr/bin/paste,paste(1) - merge corresponding or subsequent lines of files
patch,/usr/bin/patch,patch(1) - apply a diff file to an original
pathchk,/usr/bin/pathchk,pathchk(1) - check pathnames
pathopens.d,/usr/bin/pathopens.d,pathopens.d(1m) - full pathnames opened ok count. Uses DTrace
pax,/bin/pax,pax(1) - read and write file archives and copy directory hierarchies
pbcopy,/usr/bin/pbcopy,"pbcopy(1), pbpaste(1) - provide copying and pasting to the pasteboard (the Clipboard) from command line"
pcap-config,/usr/bin/pcap-config,pcap-config(1) - write libpcap compiler and linker flags to standard output
pdisk,/usr/sbin/pdisk,pdisk(8) - Apple partition table editor
periodic,/usr/sbin/periodic,periodic(8) - run periodic system functions
perl,/usr/bin/perl,perl(1) - The Perl 5 language interpreter
perl,/usr/bin/perl,"perl(1), a2p(1) - Practical Extraction and Report Language"
perlbug,/usr/bin/perlbug,perlbug(1) - how to submit bug reports on Perl
perldoc,/usr/bin/perldoc,perldoc(1) - Look up Perl documentation in Pod format
perlivp,/usr/bin/perlivp,perlivp(1) - Perl Installation Verification Procedure
pfbtops,/usr/bin/pfbtops,pfbtops(1) - translate a PostScript font in .pfb format to ASCII
pfctl,/sbin/pfctl,pfctl(8) - control the packet filter (PF) and network address translation (NAT) device
pgrep,/usr/bin/pgrep,"pgrep(1), pkill(1) - find or signal processes by name"
phar,/usr/bin/phar,"phar(1), phar.phar(1) - PHAR (PHP archive) command line tool"
php,/usr/bin/php,php(1) - PHP Command Line Interface CLI php-cgi - PHP Common Gateway Interface CGI command
php-config,/usr/bin/php-config,php-config(1) - get information about PHP configuration and compile options
php-fpm,/usr/sbin/php-fpm,php-fpm(8) - PHP FastCGI Process Manager PHP-FPM
phpize,/usr/bin/phpize,phpize(1) - prepare a PHP extension for compiling
pic,/usr/bin/pic,pic(1) - compile pictures for troff or TeX
piconv,/usr/bin/piconv,"piconv(1) - -- iconv(1), reinvented in perl"
pictd,/usr/sbin/pictd,pictd(8) - general helper tool
pidpersec.d,/usr/bin/pidpersec.d,pidpersec.d(1m) - print new PIDs per sec. Uses DTrace
ping,/sbin/ping,ping(8) - send ICMP ECHO_REQUEST packets to network hosts
ping6,/sbin/ping6,ping6(8) - send ICMPv6 ECHO_REQUEST packets to network hosts
pkgbuild,/usr/bin/pkgbuild,pkgbuild(1) - Build an OS X Installer component package from on-disk files
pkgutil,/usr/sbin/pkgutil,pkgutil(1) - Query and manipulate Mac OS X Installer packages and receipts
pl,/usr/bin/pl,pl(1) - ASCII property list utility
pl2pm,/usr/bin/pl2pm,pl2pm(1) - Rough tool to translate Perl4 .pl files to Perl5 .pm modules
plockstat,/usr/bin/plockstat,plockstat(1) - front-end to DTrace to print statistics about POSIX mutexes and read/write locks
plutil,/usr/bin/plutil,plutil(1) - property list utility
pmset,/usr/bin/pmset,pmset(1) - manipulate power management settings
pod2html,/usr/bin/pod2html,pod2html(1) - convert .pod files to .html files
pod2latex,/usr/bin/pod2latex,pod2latex(1) - convert pod documentation to latex format
pod2man,/usr/bin/pod2man,pod2man(1) - Convert POD data to formatted *roff input
pod2readme,/usr/bin/pod2readme,pod2readme(1) - script to convert POD to README file
pod2text,/usr/bin/pod2text,pod2text(1) - Convert POD data to formatted ASCII text
pod2usage,/usr/bin/pod2usage,pod2usage(1) - print usage messages from embedded pod docs in files
podchecker,/usr/bin/podchecker,podchecker(1) - check the syntax of POD format documentation files
podselect,/usr/bin/podselect,podselect(1) - print selected sections of pod documentation on standard output
policytool,/usr/bin/policytool,policytool(1) - policy file creation and management tool
postalias,/usr/sbin/postalias,postalias(1) - Postfix alias database maintenance
postcat,/usr/sbin/postcat,postcat(1) - show Postfix queue file contents
postconf,/usr/sbin/postconf,postconf(1) - Postfix configuration utility
postconf,/usr/sbin/postconf,postconf(5) - Postfix configuration parameters
postdrop,/usr/sbin/postdrop,postdrop(1) - Postfix mail posting utility
postfix,/usr/sbin/postfix,postfix(1) - Postfix control program
postkick,/usr/sbin/postkick,postkick(1) - kick a Postfix service
postlock,/usr/sbin/postlock,postlock(1) - lock mail folder and execute command
postlog,/usr/sbin/postlog,postlog(1) - Postfix-compatible logging utility
postmap,/usr/sbin/postmap,postmap(1) - Postfix lookup table management
postmulti,/usr/sbin/postmulti,postmulti(1) - Postfix multi-instance manager
postqueue,/usr/sbin/postqueue,postqueue(1) - Postfix queue control
postsuper,/usr/sbin/postsuper,postsuper(1) - Postfix superintendent
pp,/usr/bin/pp,pp(1) - PAR Packager
ppdc,/usr/bin/ppdc,ppdc(1) - cups ppd compiler (deprecated)
ppdhtml,/usr/bin/ppdhtml,ppdhtml(1) - cups html summary generator (deprecated)
ppdi,/usr/bin/ppdi,ppdi(1) - import ppd files (deprecated)
ppdmerge,/usr/bin/ppdmerge,ppdmerge(1) - merge ppd files (deprecated)
ppdpo,/usr/bin/ppdpo,ppdpo(1) - ppd message catalog generator (deprecated)
pppd,/usr/sbin/pppd,pppd(8) - Point-to-Point Protocol Daemon
pr,/usr/bin/pr,pr(1) - print files
praudit,/usr/sbin/praudit,praudit(1) - print the contents of audit trail files
priclass.d,/usr/bin/priclass.d,priclass.d(1m) - priority distribution by scheduling class. Uses DTrace
pridist.d,/usr/bin/pridist.d,pridist.d(1m) - process priority distribution. Uses DTrace
printenv,/usr/bin/printenv,printenv(1) - print out the environment
printf,/usr/bin/printf,printf(1) - formatted output
procsystime,/usr/bin/procsystime,procsystime(1m) - analyse system call times. Uses DTrace
productbuild,/usr/bin/productbuild,productbuild(1) - Build a product archive for the OS X Installer or the Mac App Store
productsign,/usr/bin/productsign,productsign(1) - Sign an OS X Installer product archive
profiles,/usr/bin/profiles,profiles(1) - Profiles Tool
profiles,/usr/bin/profiles,profiles(1) - Profiles Tool for macOS
prove,/usr/bin/prove,prove(1) - Run tests through a TAP harness
ps,/bin/ps,ps(1) - process status
psed,/usr/bin/psed,psed(1) - a stream editor
ptar,/usr/bin/ptar,"ptar(1), ptar(1) - a tar-like program written in perl"
ptar5.18,/usr/bin/ptar5.18,"ptar5.18(1), ptar(1) - a tar-like program written in perl"
ptardiff,/usr/bin/ptardiff,ptardiff(1) - program that diffs an extracted archive against an unextracted one
ptargrep,/usr/bin/ptargrep,ptargrep(1) - Apply pattern matching to the contents of files in a tar archive
pubsub,/usr/bin/pubsub,pubsub(1) - Utility for managing RSS/Atom subscriptions via the PubSub framework
purge,/usr/sbin/purge,purge(8) - force disk cache to be purged (flushed and emptied)
pwd,/bin/pwd,pwd(1) - return working directory name
pwd,/bin/pwd,pwd(ntcl) - Return the absolute path of the current working directory
pwd_mkdb,/usr/sbin/pwd_mkdb,pwd_mkdb(8) - generate the password databases
pwhich,/usr/bin/pwhich,
pwpolicy,/usr/bin/pwpolicy,pwpolicy(8) - gets and sets password policies
pydoc,/usr/local/bin/pydoc,pydoc(1) - the Python documentation tool
python,/usr/local/bin/python,"python(1) - an interpreted, interactive, object-oriented programming language"
pythonw,/usr/local/bin/pythonw,pythonw(1) - run python script allowing GUI
qc2movie,/usr/bin/qc2movie,qc2movie(1) - Quartz Composer export tool
qlmanage,/usr/bin/qlmanage,qlmanage(1) - Quick Look Server debug and management tool
qtmodernizer,/usr/bin/qtmodernizer,qtmodernizer(1) - Tool to convert legacy movies to modern format with minimal changes
quota,/usr/bin/quota,quota(1) - display disk usage and limits
quotacheck,/sbin/quotacheck,quotacheck(8) - filesystem quota consistency checker
quotaon,/usr/sbin/quotaon,"quotaon(8), quotaoff(8) - turn filesystem quotas on and off"
racoon,/usr/sbin/racoon,racoon(8) - IKE (ISAKMP/Oakley) key management daemon
rarpd,/usr/sbin/rarpd,rarpd(8) - Reverse ARP Daemon
read,/usr/bin/read,read(ntcl) - Read from a channel
readlink,/usr/bin/readlink,"readlink(1), stat(1) - display file status"
refer,/usr/bin/refer,refer(1) - preprocess bibliographic references for groff
renice,/usr/bin/renice,renice(8) - alter priority of running processes
repquota,/usr/sbin/repquota,repquota(8) - summarize quotas for a file system
rev,/usr/bin/rev,rev(1) - reverse lines of a file
ri,/usr/bin/ri,ri(1) - Ruby API reference front end
rm,/bin/rm,"rm(1), unlink(1) - remove directory entries"
rmdir,/bin/rmdir,rmdir(1) - remove directories
rmic,/usr/bin/rmic,rmic(1) - Java RMI stub compiler
rmid,/usr/bin/rmid,rmid(1) - RMI activation system daemon
rmiregistry,/usr/bin/rmiregistry,rmiregistry(1) - Java remote object registry
rotatelogs,/usr/sbin/rotatelogs,rotatelogs(8) - Piped logging program to rotate Apache logs
route,/sbin/route,route(4) - kernel packet forwarding database
route,/sbin/route,route(8) - manually manipulate the routing tables
rpc.lockd,/usr/sbin/rpc.lockd,rpc.lockd(8) - NFS file locking daemon
rpc.statd,/usr/sbin/rpc.statd,rpc.statd(8) - host status monitoring daemon
rpcinfo,/usr/sbin/rpcinfo,rpcinfo(8) - report RPC information
rs,/usr/bin/rs,rs(1) - reshape a data array
rsync,/usr/bin/rsync,"rsync(1) - faster, flexible replacement for rcp"
rtadvd,/usr/sbin/rtadvd,rtadvd(8) - router advertisement daemon
rtsold,/usr/sbin/rtsold,rtsold(8) - router solicitation daemon
ruby,/usr/bin/ruby,ruby(1) - Interpreted object-oriented scripting language
rwbypid.d,/usr/bin/rwbypid.d,rwbypid.d(1m) - read/write calls by PID. Uses DTrace
rwbytype.d,/usr/bin/rwbytype.d,rwbytype.d(1m) - read/write bytes by vnode type. Uses DTrace
rwsnoop,/usr/bin/rwsnoop,rwsnoop(1m) - snoop read/write events. Uses DTrace
sa,/usr/sbin/sa,sa(8) - print system accounting statistics
sample,/usr/bin/sample,sample(1) - Profile a process during a time interval
sampleproc,/usr/bin/sampleproc,sampleproc(1m) - sample processes on the CPUs. Uses DTrace
sandbox-exec,/usr/bin/sandbox-exec,sandbox-exec(1) - execute within a sandbox (DEPRECATED)
say,/usr/bin/say,say(1) - Convert text to audible speech
sc_usage,/usr/bin/sc_usage,sc_usage(1) - show system call usage statistics
scandeps.pl,/usr/bin/scandeps.pl,scandeps.pl(1) - Scan file prerequisites
schemagen,/usr/bin/schemagen,schemagen(1) - Java(TM) Architecture for XML Binding Schema Generator Specification Version: 2.0 Reference Implementation (RI) Version: 2.0 ea3 l
scp,/usr/bin/scp,scp(1) - secure copy (remote file copy program)
screen,/usr/bin/screen,screen(1) - screen manager with VT100/ANSI terminal emulation
screencapture,/usr/sbin/screencapture,screencapture(1) - capture images from the screen and save them to a file or the clipboard
script,/usr/bin/script,script(1) - make typescript of terminal session
scselect,/usr/sbin/scselect,scselect(8) - Select system configuration location
scutil,/usr/sbin/scutil,scutil(8) - Manage system configuration parameters
sdiff,/usr/bin/sdiff,sdiff(1) - side-by-side merge of file differences
sdx,/usr/bin/sdx,sdx(1) - Starkit Developer eXtension
sed,/usr/bin/sed,sed(1) - stream editor
seeksize.d,/usr/bin/seeksize.d,seeksize.d(1m) - print disk event seek report. Uses DTrace
sendmail,/usr/sbin/sendmail,sendmail(1) - Postfix to Sendmail compatibility interface
seq,/usr/bin/seq,seq(1) - print sequences of numbers
serialver,/usr/bin/serialver,serialver(1) - serial version command
servertool,/usr/bin/servertool,"servertool(1) - The Java(TM) IDL Server Tool servertool provides an ease-of-use interface for application programmers to register, unregister, startup and shutdown a server"
setkey,/usr/sbin/setkey,setkey(8) - manually manipulate the IPsec SA/SP database
setquota,/usr/sbin/setquota,setquota(1) - Sets home directory quotas on the local computer
setuids.d,/usr/bin/setuids.d,setuids.d(1m) - snoop setuid calls as they occur. Uses DTrace
sftp,/usr/bin/sftp,sftp(1) - secure file transfer program
shar,/usr/bin/shar,shar(1) - create a shell archive of files
shasum,/usr/bin/shasum,shasum(1) - Print or Check SHA Checksums
shlock,/usr/bin/shlock,shlock(1) - create or verify a lock file for shell scripts
showmount,/usr/bin/showmount,showmount(8) - show remote NFS mounts on host
shutdown,/sbin/shutdown,shutdown(8) - close down the system at a given time
sigdist.d,/usr/bin/sigdist.d,sigdist.d(1m) - signal distribution by process. Uses DTrace
sips,/usr/bin/sips,sips(1) - scriptable image processing system
skywalkctl,/usr/sbin/skywalkctl,skywalkctl(8) - Interact with Skywalk subsystem
slapacl,/usr/sbin/slapacl,slapacl(8) - Check access to a list of attributes
slapadd,/usr/sbin/slapadd,slapadd(8) - Add entries to a SLAPD database
slapauth,/usr/sbin/slapauth,slapauth(8) - Check a list of string-represented IDs for LDAP authc/authz
slapcat,/usr/sbin/slapcat,slapcat(8) - SLAPD database to LDIF utility
slapdn,/usr/sbin/slapdn,slapdn(8) - Check a list of string-represented LDAP DNs based on schema syntax
slapindex,/usr/sbin/slapindex,slapindex(8) - Reindex entries in a SLAPD database
slappasswd,/usr/sbin/slappasswd,slappasswd(8) - OpenLDAP password utility
slapschema,/usr/sbin/slapschema,slapschema(8) - SLAPD in-database schema checking utility
slaptest,/usr/sbin/slaptest,slaptest(8) - Check the suitability of the OpenLDAP slapd configuration
sleep,/bin/sleep,sleep(1) - suspend execution for an interval of time
smbd,/usr/sbin/smbd,smbd(8) - SMB server daemon
smbdiagnose,/usr/sbin/smbdiagnose,smbdiagnose(8) - gather information to aid in diagnosing SMB file sharing issues
smbutil,/usr/bin/smbutil,smbutil(1) - interface to the SMB requester
snmp-bridge-mib,/usr/bin/snmp-bridge-mib,snmp-bridge-mib(1) - provide Linux bridge information via SNMP
snmpbulkget,/usr/bin/snmpbulkget,snmpbulkget(1) - communicates with a network entity using SNMP GETBULK requests
snmpbulkwalk,/usr/bin/snmpbulkwalk,snmpbulkwalk(1) - retrieve a subtree of management values using SNMP GETBULK requests
snmpconf,/usr/bin/snmpconf,snmpconf(1) - creates and modifies SNMP configuration files
snmpd,/usr/sbin/snmpd,snmpd(8) - daemon to respond to SNMP request packets
snmpdelta,/usr/bin/snmpdelta,snmpdelta(1) - Monitor delta differences in SNMP Counter values
snmpdf,/usr/bin/snmpdf,snmpdf(1) - display disk space usage on a network entity via SNMP
snmpget,/usr/bin/snmpget,snmpget(1) - communicates with a network entity using SNMP GET requests
snmpgetnext,/usr/bin/snmpgetnext,snmpgetnext(1) - communicates with a network entity using SNMP GETNEXT requests
snmpnetstat,/usr/bin/snmpnetstat,snmpnetstat(1) - display networking status and configuration information from a network entity via SNMP
snmpset,/usr/bin/snmpset,snmpset(1) - communicates with a network entity using SNMP SET requests
snmpstatus,/usr/bin/snmpstatus,snmpstatus(1) - retrieves a fixed set of management information from a network entity
snmptable,/usr/bin/snmptable,snmptable(1) - retrieve an SNMP table and display it in tabular form
snmptest,/usr/bin/snmptest,snmptest(1) - communicates with a network entity using SNMP requests
snmptranslate,/usr/bin/snmptranslate,snmptranslate(1) - translate MIB OID names between numeric and textual forms
snmptrap,/usr/bin/snmptrap,"snmptrap(1), snmpinform(1) - sends an SNMP notification to a manager"
snmptrapd,/usr/sbin/snmptrapd,snmptrapd(8) - Receive and log SNMP trap messages
snmpusm,/usr/bin/snmpusm,snmpusm(1) - creates and maintains SNMPv3 users on a network entity
snmpvacm,/usr/bin/snmpvacm,snmpvacm(1) - creates and maintains SNMPv3 View-based Access Control entries on a network entity
snmpwalk,/usr/bin/snmpwalk,snmpwalk(1) - retrieve a subtree of management values using SNMP GETNEXT requests
sntp,/usr/bin/sntp,sntp(1) - standard Simple Network Time Protocol client program
soelim,/usr/bin/soelim,soelim(1) - interpret .so requests in groff input
softwareupdate,/usr/sbin/softwareupdate,softwareupdate(8) - system software update tool
sort,/usr/bin/sort,sort(1) - sort or merge records (lines) of text and binary files
spctl,/usr/sbin/spctl,spctl(8) - SecAssessment system policy security
spfd,/usr/bin/spfd,spfd(1) - simple forking daemon to provide SPF query services
spfquery,/usr/bin/spfquery,
spindump,/usr/sbin/spindump,spindump(8) - Profile entire system during a time interval
split,/usr/bin/split,split(1) - split a file into pieces
split,/usr/bin/split,split(ntcl) - Split a string into a proper Tcl list
spray,/usr/sbin/spray,spray(8) - send many packets to host
sqlite3,/usr/bin/sqlite3,sqlite3(1) - A command line interface for SQLite version 3
ssh,/usr/bin/ssh,ssh(1) - OpenSSH SSH client (remote login program)
ssh-add,/usr/bin/ssh-add,ssh-add(1) - adds private key identities to the authentication agent
ssh-agent,/usr/bin/ssh-agent,ssh-agent(1) - authentication agent
ssh-copy-id,/usr/bin/ssh-copy-id,ssh-copy-id(1) - use locally available keys to authorise logins on a remote machine
ssh-keygen,/usr/bin/ssh-keygen,"ssh-keygen(1) - authentication key generation, management and conversion"
ssh-keyscan,/usr/bin/ssh-keyscan,ssh-keyscan(1) - gather SSH public keys
sshd,/usr/sbin/sshd,sshd(8) - OpenSSH SSH daemon
stringdups,/usr/bin/stringdups,stringdups(1) - Identify duplicate strings or other objects in malloc blocks of a target process
stty,/bin/stty,stty(1) - set the options for a terminal device interface
su,/usr/bin/su,su(1) - substitute user identity
sudo,/usr/bin/sudo,"sudo(8), sudoedit(8) - execute a command as another user"
sum,/usr/bin/sum,sum(n) - Calculate a sum(1) compatible checksum
sw_vers,/usr/bin/sw_vers,sw_vers(1) - print Mac OS X operating system version information
sync,/bin/sync,sync(8) - force completion of pending disk writes (flush cache)
syscallbypid.d,/usr/bin/syscallbypid.d,syscallbypid.d(1m) - syscalls by process ID. Uses DTrace
syscallbyproc.d,/usr/bin/syscallbyproc.d,syscallbyproc.d(1m) - syscalls by process name. Uses DTrace
syscallbysysc.d,/usr/bin/syscallbysysc.d,syscallbysysc.d(1m) - syscalls by syscall. Uses DTrace
sysctl,/usr/sbin/sysctl,sysctl(8) - get or set kernel state
syslog,/usr/bin/syslog,syslog(1) - Apple System Log utility
syslogd,/usr/sbin/syslogd,syslogd(8) - Apple System Log server
system_profiler,/usr/sbin/system_profiler,system_profiler(8) - reports system hardware and software configuration
systemkeychain,/usr/sbin/systemkeychain,systemkeychain(8) - creates system keychains and allows keychains to unlock keychains
systemsetup,/usr/sbin/systemsetup,systemsetup(8) - configuration tool for certain machine settings in System Preferences
systemstats,/usr/sbin/systemstats,systemstats(8) - summarize system stats
tab2space,/usr/bin/tab2space,tab2space(1) - Utility to expand tabs and ensure consistent line endings
tabs,/usr/bin/tabs,tabs(1) - set terminal tabs
tail,/usr/bin/tail,tail(1) - display the last part of a file
tailspin,/usr/bin/tailspin,"tailspin(1) - configure, save and print tailspin output"
talk,/usr/bin/talk,talk(1) - talk to another user
tar,/usr/bin/tar,tar(1) - manipulate tape archives
tar,/usr/bin/tar,"tar(n) - Tar file creation, extraction & manipulation"
taskinfo,/usr/bin/taskinfo,taskinfo(1) - display policy information from kernel
taskpolicy,/usr/sbin/taskpolicy,taskpolicy(8) - execute a program with an altered I/O or scheduling policy or change settings of already running process
tbl,/usr/bin/tbl,tbl(1) - format tables for troff
tbtdiagnose,/usr/bin/tbtdiagnose,tbtdiagnose(1) - - collects diagnostic information to help troubleshoot Thunderbolt issues
tccutil,/usr/bin/tccutil,tccutil(1) - manage the privacy database
tclsh,/usr/bin/tclsh,tclsh(1tcl) - Simple shell containing Tcl interpreter
tcpdump,/usr/sbin/tcpdump,tcpdump(1) - dump traffic on a network
tcsh,/bin/tcsh,tcsh(1) - C shell with file name completion and command line editing
tee,/usr/bin/tee,tee(1) - pipe fitting
test,/bin/test,"test(1), [(1) - condition evaluation utility"
texi2dvi,/usr/bin/texi2dvi,texi2dvi(1) - print Texinfo documents
texindex,/usr/bin/texindex,texindex(1) - sort Texinfo index files
textutil,/usr/bin/textutil,textutil(1) - text utility
textutil,/usr/bin/textutil,textutil(n) - Procedures to manipulate texts and strings
tfmtodit,/usr/bin/tfmtodit,tfmtodit(1) - create font files for use with groff -Tdvi
tftp,/usr/bin/tftp,tftp(1) - trivial file transfer program
tic,/usr/bin/tic,tic(1m) - the terminfo entry-description compiler
tidy,/usr/bin/tidy,"tidy(1) - validate, correct, and pretty-print HTML files"
tiff2icns,/usr/bin/tiff2icns,tiff2icns(1) - converts TIFF to icns format
tiffutil,/usr/bin/tiffutil,"tiffutil(1), - tiffutil(1) - manipulates tiff files"
time,/usr/bin/time,time(1) - time command execution
time,/usr/bin/time,time(ntcl) - Time the execution of a script
timerfires,/usr/bin/timerfires,timerfires(1) - analyze timers as they fire
tkcon,/usr/bin/tkcon,tkcon(1) - Tk console replacement
tkcon,/usr/bin/tkcon,tkcon(n) - Controlling TkCon console
tkmib,/usr/bin/tkmib,tkmib(1) - an interactive graphical MIB browser for SNMP
tkpp,/usr/bin/tkpp,tkpp(1) - frontend to pp written in Perl/Tk
tmdiagnose,/usr/bin/tmdiagnose,tmdiagnose(8) - gather information to aid in diagnosing Time Machine issues
tmutil,/usr/bin/tmutil,tmutil(8) - Time Machine utility
tnameserv,/usr/bin/tnameserv,tnameserv(1) - Java IDL name server starter script
toe,/usr/bin/toe,toe(1m) - table of (terminfo) entries
top,/usr/bin/top,top(1) - display and update sorted information about processes
tops,/usr/bin/tops,tops(1) - perform in-place substitutions on code
topsyscall,/usr/bin/topsyscall,topsyscall(1m) - top syscalls by syscall name. Uses DTrace
topsysproc,/usr/bin/topsysproc,topsysproc(1m) - top syscalls by process name. Uses DTrace
touch,/usr/bin/touch,touch(1) - change file access and modification times
tput,/usr/bin/tput,"tput(1), reset(1) - initialize a terminal or query terminfo database"
tr,/usr/bin/tr,tr(1) - translate characters
trace,/usr/bin/trace,"trace(1) - configure, record, and display kernel trace events"
trace,/usr/bin/trace,"trace(ntcl) - Monitor variable accesses, command usages and command executions"
traceroute,/usr/sbin/traceroute,traceroute(8) - print the route packets take to network host
traceroute6,/usr/sbin/traceroute6,traceroute6(8) - print the route IPv6 packets will take to a network node
traptoemail,/usr/bin/traptoemail,traptoemail(1) - snmptrapd handler script to convert snmp traps into emails
treereg,/usr/bin/treereg,treereg(1) - Compiler for Tree Regular Expressions
trimforce,/usr/bin/trimforce,trimforce(8) - enable TRIM commands on third-party drives
troff,/usr/bin/troff,troff(1) - the troff processor of the groff text formatting system
TRUE,/usr/bin/true,true(1) - Return true value
tset,/usr/bin/tset,"tset(1), reset(1) - terminal initialization"
tsort,/usr/bin/tsort,tsort(1) - topological sort of a directed graph
tty,/usr/bin/tty,
tty,/usr/bin/tty,tty(4) - general terminal interface
uasysdiagnose,/usr/sbin/uasysdiagnose,"uasysdiagnose(8), uasysdiagone(8) - Produce system diagnostics for UserActivity.framework"
ul,/usr/bin/ul,ul(1) - do underlining
umount,/sbin/umount,umount(8) - unmount filesystems
uname,/usr/bin/uname,uname(1) - Print operating system name
uniq,/usr/bin/uniq,uniq(1) - report or filter out repeated lines in a file
units,/usr/bin/units,units(1) - conversion program
units,/usr/bin/units,units(n) - unit conversion
universalaccessd,/usr/sbin/universalaccessd,universalaccessd(8) - universal access server
unpack200,/usr/bin/unpack200,unpack200(1) - JAR Unpacking tool
unvis,/usr/bin/unvis,unvis(1) - revert a visual representation of data back to original form
unzip,/usr/bin/unzip,"unzip(1) - list, test and extract compressed files in a ZIP archive"
